brand,year,model,genes
OPPO,2019,OPPO RENO,2539|73|5003|2302|2229|7625|94|10051|12317|4501|11435|7785|2201|1740|42|7420|2431|1308|7109|4627|13553|1624|11476|7015|4932|4595|10967|87|57|10384|7064|11661|64|54|1617|5281|1399|1585|2740|7974|968|2233|9055|88|11820|7261|7187|1257|6086|1857|5095|8523|4884|4601|4737|1905|4747|1201|7990|2330|30|12682|12197|1125|1319|8131|1342|1243|7203|4859|8303|1544|8163|11709|12448|4570|11474|67|11790|13822|1153|1908|98|8257|1297|7999|4686|12570|7450|7708|12889|10995|10965|8659|8402|4445|8421|7116|2412|11239|38|2376|4700|33|2249|2347|7842|14|8104|7023|2232|1609|1392|8712|10|7540|1398|2375|8080|2254|883|2065|9145|4704|1400|4511|74|1225|7975|55|1571|4619|7029|2225|11506|6396|56|2207|5285|4471|1343|584|8877|2545|41|8224|781|4610|2218|9197|2295|8838|19|5120|1336|1756|2050|11869|2737|1240|11436
OPPO,2019,OPPO RENO 10 TIMES ZOOM VERSION,2539|73|13856|5003|2302|2229|7625|94|10051|12317|4501|11435|7785|2201|1740|42|9423|7420|2205|2431|1308|7109|4627|13553|1624|8148|11476|7015|4932|4595|10967|87|57|10384|8856|7064|11661|64|54|1617|5281|1399|1585|2740|7974|968|2233|1112|9055|88|11820|7261|7187|1257|6086|1857|5095|8523|4884|7653|4601|4737|573|1905|8119|1070|2203|4747|1201|7990|2330|30|12682|12197|13518|1125|1319|8131|1342|7781|1243|1086|7203|4859|5594|8303|1544|8163|11709|12448|330|4570|11474|7379|67|11790|13822|7534|1153|1908|98|8257|1297|8525|7999|4686|12570|7450|7708|12889|4793|10995|10965|8659|8402|4445|11291|8421|7116|2412|11239|1095|38|2376|13873|4700|33|2249|2347|7842|8581|14|614|8104|7023|4840|2232|1609|11744|1392|8712|790|10|7540|1398|2301|11582|2375|8080|2254|7835|883|2065|9145|7523|4704|1400|2380|4511|74|1225|7975|55|1571|4619|7029|2225|2372|11506|6396|56|11877|1101|7387|5285|4471|1343|584|5139|8877|2545|41|8224|862|781|4610|9197|2295|8838|19|5120|8110|1336|1756|2050|11869|4965|2737|1240|11436
OPPO,2019,OPPO RENO ACE,2539|73|5003|2302|7541|2229|7625|9117|94|1448|12317|4866|2201|4838|42|7045|4513|10440|7589|7420|3312|7109|4627|13553|1624|3206|4512|11646|11476|1196|7015|4932|4595|8639|1123|87|57|9090|1235|11336|7064|64|13857|12398|8041|4515|54|1617|5281|1585|2740|1429|7974|968|4565|2233|6996|10219|1124|1347|9055|3425|7049|3368|88|1252|10288|1967|11051|7261|13845|8523|4884|4962|4737|573|3169|1905|7009|4747|7059|7990|2330|30|12682|10222|1125|8131|11547|6801|1342|7781|1144|11649|7203|4859|1544|8163|10802|8281|10547|4570|11408|5283|7977|11971|67|11790|1908|98|8257|12437|1364|4528|4988|4853|9968|7999|4686|7708|12889|5226|13890|11190|7014|8659|4445|3357|8421|9385|1232|7116|9191|2693|2252|6118|38|2376|4700|33|2249|2943|2347|201|14|614|8104|7023|5084|2232|1609|11961|1385|8712|790|10|7540|2375|8080|4939|2254|883|2065|12381|4633|10300|9145|5210|4704|74|967|4547|5126|55|1571|7029|2225|1098|4571|11506|10550|56|1088|5285|1343|584|5139|8877|961|41|5560|8224|862|781|3140|4977|8309|2295|19|5120|8110|777|5076|9226|2050|7405|4951|11869|5021|4965|2737|11436
OPPO,2019,OPPO RENO Z,2539|73|5003|2302|94|12317|4501|7785|1740|42|2431|1308|7109|623|4627|1624|11138|4932|7620|4595|87|57|10384|7215|64|54|1617|5281|1399|1585|2740|7974|968|2233|248|88|7261|1257|6086|1857|4601|411|871|3245|4737|1905|4747|1201|7990|3455|2330|7347|30|12682|12197|1319|1342|1243|1544|12448|8042|4570|7730|5283|864|67|1153|1908|98|8257|1297|792|4686|12570|7708|12889|8659|8402|4445|7116|194|2412|8230|38|2376|4700|532|33|2249|2347|7842|14|8104|7023|1609|1392|790|10|9284|7540|1398|2375|8080|7335|2254|2065|9145|5039|7840|4704|1400|4511|3173|809|74|1225|135|55|1571|4619|7029|6396|56|344|5285|350|4471|1343|2545|1877|6501|41|4610|9197|2295|8838|19|5120|1336|2050|8871|2737|1240
OPPO,2019,OPPO RENO3,2539|4935|787|73|2302|5332|2229|94|6587|2201|42|7045|4513|9471|3538|4989|1474|2431|1308|7109|3496|11916|4627|1624|11005|11476|7015|2336|4932|761|4595|8639|4954|87|57|7064|3675|11007|64|54|1617|5281|1585|2740|1429|7441|968|4565|2233|3544|6996|2276|1124|11385|5197|7049|9248|945|88|11820|11794|5111|1257|4884|2257|4737|1905|4747|1201|7059|7990|2330|2244|30|12682|8102|4284|1125|1319|11547|1342|1243|3521|1544|4323|11485|2489|4037|4570|2521|5283|4167|67|11790|1153|1908|98|8257|1297|1364|4872|4686|12570|1062|7708|3798|12889|5226|4990|5024|7014|10965|11676|2932|4445|11291|3812|507|7116|194|2412|11239|8968|4863|1985|13274|2252|103|6118|38|2376|2356|532|868|33|13582|2347|14|8104|7023|5084|2232|1609|9215|13614|1385|10|7540|4673|2375|4733|4917|8080|2254|2065|4633|11011|5038|4704|12041|74|1225|135|55|1571|5119|7029|2225|5183|11506|6396|56|957|1088|11688|2350|5285|4471|1343|4530|3932|4766|41|12368|105|2295|6503|5093|19|5120|1336|4951|4121|11869|2737|1240|11436
OPPO,2019,OPPO RENO3 PRO,2539|73|5003|2302|5332|2229|94|6587|2201|4838|3844|42|4513|13620|13555|13067|1474|2431|1308|7109|3496|4627|1624|7496|12891|3206|11646|11476|4932|4595|9156|1226|2456|87|57|11539|64|13342|54|1617|10980|5281|1585|2740|1429|968|2233|3544|11645|6996|1347|11385|13235|7049|88|3560|1967|11072|13889|11794|12090|1257|5085|4884|4601|3630|3718|4737|1905|4747|7059|7990|2330|30|1324|12682|1125|1319|4292|4489|1342|1243|1086|606|3521|1544|13299|4785|4037|6647|4570|7078|11408|11474|7069|907|1250|67|11790|9194|1153|1908|424|1292|98|1297|12437|1364|4988|4853|4686|12570|1062|7708|9863|4177|3798|12889|5226|1281|7014|10995|2932|4445|13021|2430|3812|7116|11721|2412|1048|2264|13274|103|6118|38|2376|4700|33|2347|14|614|8104|11980|7023|11438|5084|2232|1609|1385|10|7022|4093|4594|8533|3590|2375|8080|4939|2254|883|2065|270|4639|7361|5210|4704|74|1225|6613|967|5126|55|1571|11462|7029|2225|7565|11506|6396|56|11206|1556|11688|1101|2350|5285|4471|1343|584|5139|961|41|3343|1072|781|13831|12184|6425|7449|7727|5557|3946|4977|13350|11818|105|2295|6503|19|1598|3811|5120|5076|9226|1336|2050|4162|4951|11869|5021|7961|4965|729|2737|1240|11436
OPPO,2020,OPPO A32,2539|73|2302|94|4501|13917|42|2480|5035|7045|287|1474|2246|7109|1624|7496|4512|1619|1196|2147|7015|4932|4595|1171|6797|13951|643|87|57|5566|7064|7034|64|1323|4515|54|1617|5053|1424|5281|7053|1585|2740|6276|1429|1573|2233|1112|6996|1124|1347|9951|7049|88|1252|1967|7906|4601|5154|4737|1905|4747|7059|7990|2330|30|4944|1125|261|1342|3041|1144|5159|1270|1544|11852|4570|5283|67|11790|9194|1908|98|8257|1297|4955|1216|4686|2606|7014|7245|4445|1232|7116|2525|6118|38|2376|914|33|2347|14|5056|7023|5084|1609|1385|10|8533|9301|2375|8080|2254|883|4704|9707|74|1225|55|1571|814|7029|11839|1316|4571|5105|6396|56|4609|266|1088|7567|5285|4471|1343|584|1193|5139|2661|41|781|7411|2295|1219|19|5079|2367|9226|11662|4951|11869|7961|4965|2737|11436
OPPO,2020,OPPO A53,2539|73|7618|2302|2229|94|860|7785|2201|42|7045|4513|10004|1079|1474|126|7109|381|4627|1624|7496|4512|1196|2147|4932|1171|87|2154|57|7050|12021|64|1323|54|1617|1424|5281|7053|1585|2740|1429|9210|4565|2233|6996|1124|1347|7049|88|1252|1967|4500|5111|1257|7906|5154|4737|1905|4747|7059|7990|2330|30|1125|1342|11940|1144|1270|1544|2489|4973|4570|5068|802|5182|8443|5283|7069|67|11790|3066|1908|98|8257|1297|4955|1364|1216|4686|8370|1062|12889|7014|8402|7771|1232|507|7116|2525|8230|2264|13274|103|38|2376|11686|532|33|2347|14|614|7023|5084|2232|1609|11596|337|1385|10|8533|2375|8080|1181|2254|5628|4546|6251|4633|4704|74|1225|55|1571|7029|2225|11839|5105|6396|56|344|224|1088|2350|5285|4471|1343|4530|9309|1193|2661|41|13060|7449|105|2295|1219|19|5079|5055|6803|2600|552|9226|1336|4951|11869|7961|2737|11436
OPPO,2020,OPPO A72,2539|73|2302|2229|94|860|2201|5888|42|2480|10004|1474|2246|1308|7109|1624|840|1619|2147|4932|8872|1226|87|2154|57|1265|64|54|1617|1424|1585|2740|1429|1573|2233|1112|1347|11385|88|1967|1257|5085|4884|8326|4737|1905|1070|4747|7990|2330|11390|30|1324|1125|1319|1342|1243|1086|1544|8281|5068|1250|67|3066|9194|1153|1908|98|1297|4872|4686|2606|1062|7708|1281|6468|8402|507|7116|2525|1095|4863|13274|103|38|2376|532|868|33|2347|940|14|8104|7023|5084|2232|1609|1385|10|2375|8080|530|2254|4704|74|1225|55|1571|7029|2225|6396|56|344|11688|1101|11917|1343|2661|41|4977|105|2295|19|5120|6803|2367|5076|1336|4951|2737|1240
OPPO,2020,OPPO A92S,11083|2539|73|5003|2302|2229|94|7360|2094|2201|42|2480|4513|1474|9676|3312|2246|1308|7109|9120|4627|10316|1624|8140|7496|12016|4512|6656|954|11476|2147|7015|4932|2045|2093|6710|1171|87|2154|57|9228|7064|11539|64|1323|8959|54|1617|5281|12634|1585|2740|1429|9210|4565|2233|13930|1124|1347|13915|945|88|1967|9130|12496|4500|1257|8699|2037|4884|185|11125|7906|1994|5154|4737|1905|4747|7990|1466|2330|11716|30|5202|7338|1125|1319|12705|1342|1144|1243|12372|4859|1270|1544|4570|5283|12080|11159|12812|67|1153|1908|410|98|1297|4955|1364|4872|1216|4686|2606|10548|7245|882|507|7116|4755|2525|8230|13274|5273|103|38|2376|6452|4700|4555|3448|532|10969|868|33|10471|2943|2347|14|7023|11851|5084|2232|1609|12580|1385|790|10|8195|12116|8533|7628|5174|2375|12961|4817|8080|4892|8295|2254|2065|12381|159|7744|4633|304|4704|13941|74|1225|11029|6613|8776|4547|5196|55|1571|9149|5131|7029|2225|7542|11297|10423|5105|11506|6396|56|11057|344|957|1272|224|13882|1088|11688|7567|5285|10629|1343|4530|1193|2661|41|7306|7449|7727|13832|4977|105|2012|2295|1219|19|5079|5120|6803|2367|5076|1336|2050|13906|1349|4951|11869|7961|6787|11993|2737|1240|11436
OPPO,2020,OPPO ACE2,2539|73|5003|2302|94|4501|42|4513|2392|1474|2321|2246|2431|7109|4627|1624|3206|138|1196|7857|4932|2724|4595|9156|1123|1171|1271|87|57|4807|7623|64|1323|4515|959|54|1617|5281|1585|2740|1429|968|2469|9210|2233|6996|1124|1347|9055|12884|7049|3368|1215|88|1252|1967|2402|11116|1257|4884|2440|4601|7691|4737|637|4772|1905|4747|7059|1466|2330|3178|10470|30|1125|4489|8131|1342|1270|1544|10547|4570|7914|11474|7069|1250|67|11790|1908|98|1297|1364|4872|1216|4686|1897|10578|5226|7014|10995|2492|8659|4445|3357|9385|1232|7116|4863|2264|13274|2252|103|38|2376|8754|4700|33|2943|14|614|7023|5084|1609|1385|8712|10|7022|1325|2375|883|2065|7840|5210|4704|74|1225|55|1571|10561|7029|2225|1098|4571|56|1135|1088|2350|5285|4471|1343|584|1193|2407|2118|41|9607|781|11280|105|2295|1219|19|5120|2367|9226|1336|2050|1335|4951|11869|2737|11123
OPPO,2020,OPPO FIND X2,11860|12300|2539|73|5003|2302|2229|199|94|10051|12317|11443|2201|1740|4614|2431|1308|7109|4627|1624|7496|3206|11005|6780|2147|983|4932|2045|4595|1226|87|2154|9228|11295|2573|64|11775|4515|959|54|1617|5281|12634|1585|2740|968|9210|2233|11645|5168|1124|1347|11385|1215|88|1967|11794|12034|4884|7906|4601|13792|1994|4737|637|1905|4747|3843|7990|2330|3178|30|12682|12197|3379|1125|1319|261|12705|1342|1243|12372|1544|6647|330|4570|8443|12736|7730|12203|11474|7069|11971|67|11790|1153|1908|98|1297|12437|4988|4686|986|10963|12889|4793|1281|10995|7245|4445|3063|11291|3116|11399|7116|1048|3236|8230|2264|13274|103|2376|3726|9103|4700|33|2347|14|614|7023|4840|9418|11438|5084|2232|369|1609|12580|1392|10|8533|3083|2375|11972|8080|4939|2254|883|11772|2065|270|4704|1400|74|1225|6613|967|12163|5126|55|1571|12397|1463|7029|2225|4080|1088|11688|11536|2350|5285|4471|1343|584|7790|5139|961|5010|41|781|7449|5011|13004|105|2295|2441|2051|5120|1336|2050|11093|11161|8871|4640|4951|11802|11869|5021|7961|13419|4965|2737|1240|11436
OPPO,2020,OPPO K7,2539|73|5003|2302|2229|94|2201|7045|4513|9471|10440|1474|2431|7109|4627|1624|7496|4512|11476|1196|2147|4932|9156|1171|2456|87|2154|6033|11661|64|1323|4515|54|1617|5281|1585|2740|1429|968|2233|1112|6996|10219|1124|1347|7049|88|1252|1967|9130|11820|5422|12090|4884|4737|1905|4747|7059|7990|1466|30|4688|342|1125|261|1342|1144|606|12418|1270|1544|10802|7078|7730|11474|5283|7069|907|11971|67|11790|1908|424|98|1297|12437|1364|4872|1216|4686|7708|5226|7014|10995|2932|4585|11291|1232|7116|194|2412|2463|1048|9191|11239|8230|2252|103|2376|4700|13213|380|33|2347|14|614|8104|7023|5084|2232|1609|12727|1385|10|8533|4917|8080|4892|883|2065|7361|5210|4704|74|1225|135|5413|55|1571|4864|7029|2225|4571|11506|4909|11877|2250|1088|2350|5285|4471|1343|584|4530|1193|4766|41|781|7449|7727|214|9165|105|2295|1219|5120|2050|8871|4951|11869|7961|729|2737|11436
OPPO,2020,OPPO K7X,2539|73|5003|2302|2229|94|860|2201|42|4513|1474|2431|126|7109|381|4627|1624|4512|1196|4932|1171|87|57|64|1323|54|1617|1424|5281|1585|2740|1429|5693|9210|2233|1112|1347|88|1252|4500|4737|8170|1905|4747|2330|30|1125|1342|3041|1144|1086|1270|1544|2489|802|5182|7434|5283|2141|67|1908|98|1297|1364|1216|4686|1232|507|7116|1095|8230|2264|13274|103|6118|38|2376|4700|532|1071|33|12074|2347|14|7023|5084|2232|1609|337|1385|10|6588|7540|2375|4939|530|2254|4704|74|1225|55|1571|7029|2225|6396|56|344|2610|224|1101|2350|5285|7612|1343|4530|1193|8877|41|11280|105|2295|1219|19|5120|6803|9226|4951|1076|2737
OPPO,2020,OPPO RENO3,2539|73|5003|2302|5332|2229|94|2201|42|7045|4513|9471|3538|1474|2431|1308|7109|3496|11916|4627|1624|11005|11476|7015|2336|4932|4595|8639|4954|87|57|7064|3675|11007|64|54|1617|5281|1585|2740|1429|7441|968|4565|2233|3544|6996|2276|1124|11385|5197|7049|9248|945|88|11820|11794|5111|1257|4884|2257|4737|1905|4747|1201|7059|7990|2330|2244|30|12682|8102|4284|1125|1319|11547|1342|1243|606|3521|1544|4323|11485|2489|4037|4570|2521|5283|4167|67|11790|1153|1908|98|8257|1297|1364|4872|4686|12570|1062|7708|3798|12889|5226|4990|7014|10965|11676|2932|4445|11291|3812|7116|194|2412|1048|11239|8968|4863|1985|13274|2252|103|38|2376|4700|2356|868|33|13582|2347|14|614|8104|7023|5084|2232|1609|9215|13614|1385|10|7540|4673|2375|4917|8080|4939|2254|2065|4633|11011|5038|4704|12041|74|1225|135|55|1571|7029|2225|5183|11506|6396|56|957|1088|11688|2350|5285|4471|1343|584|4530|3932|6363|4766|41|781|5677|12368|105|2295|5093|19|5120|1336|4951|4121|11869|5021|2737|1240|11436
OPPO,2020,OPPO RENO3 PRO,2539|73|5003|2302|5332|2229|94|6587|1049|2201|4838|3844|42|4513|13620|13555|13067|1474|2431|1308|7109|3496|4627|1624|7496|12891|3206|11646|11476|4932|4595|9156|1226|2456|87|57|11539|64|13342|54|1617|10980|5281|1585|2740|1429|968|2233|3544|11645|6996|1347|11385|13235|7049|88|3560|1967|11072|13889|11794|12090|1257|5085|4884|4601|3630|3718|4737|1905|4747|7059|7990|2330|30|1324|12682|1125|1319|4292|4489|1342|1243|1086|606|3521|1544|13299|4785|4037|6647|4570|7078|1059|11408|11474|7069|907|1250|67|11790|9194|1153|1908|424|1292|98|1297|12437|1364|4988|4853|4686|12570|7708|9863|4177|3798|12889|5226|1281|7014|10995|2932|4445|13021|2430|3812|7116|11721|2412|2264|13274|103|6118|38|2376|4700|33|2347|14|614|8104|11980|7023|11438|5084|2232|1609|1385|10|7022|4093|4594|8533|3590|2375|8080|4939|2254|883|2065|270|4639|7361|5210|4704|74|1225|6613|967|1032|5126|55|1571|11462|7029|2225|7565|11506|6396|56|11206|1556|11688|1101|2350|5285|4471|1343|584|5139|961|41|3343|1072|781|13831|12184|6425|7449|7727|5557|3946|4977|13350|11818|105|2295|6503|19|1598|3811|5120|5076|9226|1336|2050|4162|4951|11869|5021|7961|4965|729|2737|1240|11436
OPPO,2020,OPPO RENO4,2539|1326|73|5003|2302|2229|94|6083|2201|42|11188|7045|1079|12423|2288|1474|2321|2431|1308|7109|4627|1624|4512|11476|2147|12246|4932|8872|8639|1226|11884|87|2154|11613|57|2573|64|4788|10458|4515|12457|10861|1236|54|1617|10483|1424|5281|7053|1585|2740|1429|968|9210|9224|4565|2233|11645|6996|6045|2276|1124|2494|88|208|12392|4500|10985|1257|5085|4884|6990|4626|10512|4737|1905|7042|4747|7059|2330|2241|2244|30|11927|12682|10222|1125|1319|261|1342|6004|1243|606|1544|12327|4570|7078|7730|12519|7069|907|11971|67|11790|1153|1908|424|98|1297|12437|1364|4872|4829|4543|4686|12570|12889|11813|7014|11989|7116|194|1048|2338|8230|13274|2252|103|6118|38|2974|2376|11905|12749|10818|4700|33|2249|2347|14|614|7023|5084|2232|1609|1385|10|5690|11968|4641|2375|4917|4939|2254|883|2065|270|4633|4704|74|1225|135|12125|55|1571|9149|1174|7029|2225|11506|6396|56|11019|1088|2113|5285|1343|584|10890|4766|2118|41|9420|781|10753|214|4977|105|2295|19|12077|2051|5120|11141|5076|1336|2050|8871|4951|11869|5021|729|2737|1240|11436
OPPO,2020,OPPO RENO4 PRO,2539|1326|73|5003|2302|2229|94|2201|42|7045|1079|12423|2288|1474|2321|2431|1308|7109|12712|4627|1624|4512|11476|2147|12246|4932|8872|9156|8639|1226|87|2154|57|2573|64|10458|4515|13342|10861|1236|54|1617|10483|1424|5281|7053|1585|2740|1429|968|9210|4565|2233|11645|6996|5168|2276|1124|2494|88|208|11072|12392|11770|3149|4500|1257|5095|4884|11512|6990|4626|10512|13077|4737|1905|7042|4747|7059|2330|2241|2244|30|12682|10222|1125|1319|261|11250|1342|1243|606|3105|1544|12327|4570|7078|7730|12519|11474|7069|907|11971|67|11790|3830|1153|1908|424|98|1297|12437|1364|12211|4988|4543|4686|12570|9863|12889|7014|10995|10965|9385|6736|7116|194|11721|2338|8230|13274|2252|103|38|2376|10818|4700|33|2249|2943|2347|14|614|7023|4840|5084|2232|1609|1385|10|11968|4641|2375|4917|4939|2254|4850|883|2065|270|4633|4704|3714|74|1225|967|135|12125|5126|55|1571|1174|2462|7029|2225|56|12051|1088|12509|2113|5285|1343|584|10890|5139|961|4766|13414|5010|2118|41|781|11280|10753|5011|214|13350|11818|105|4814|2295|19|12077|2051|5120|6779|9226|1336|2050|8871|4951|11869|5021|4965|729|2737|1240|11436
OPPO,2020,OPPO RENO4 SE,11083|2539|2209|1326|73|5003|2302|2229|94|860|2201|42|7045|4513|9471|1079|1474|2431|1308|7109|2644|11916|4627|1624|4512|11476|2147|4932|1226|11884|87|2154|57|11661|11007|64|1236|54|1617|1424|5281|7053|1585|2740|1429|7441|9210|4565|2233|6996|1124|88|11820|4500|1257|4884|6990|5154|4737|8170|1905|7042|4747|7059|2330|30|12197|1125|1319|11547|1342|1243|1544|11485|4570|7078|802|7434|11408|11474|5283|7069|67|11790|1153|1908|98|1297|4955|12437|1364|4872|4686|12889|12054|7014|10995|507|7116|1048|2771|11239|8968|11959|4863|8230|2264|13274|103|6118|4804|38|5483|2376|11598|4700|532|33|2347|14|7023|5084|2232|1609|1385|10|7540|7084|2375|10989|4939|530|2254|4546|4633|11011|4704|74|1225|11029|11883|55|1571|1174|7029|2225|5105|5290|6396|56|344|12693|1088|11688|2350|5285|7612|4471|1343|4530|8877|2407|41|9420|4977|105|2295|19|5079|5120|5076|1336|4951|11869|5021|2737|1240|11436
OPPO,2020,OPPO RENO5,2539|73|2302|5332|10997|94|218|42|2202|7045|4513|4989|7589|2288|2321|7109|4627|1624|7496|4512|11476|1196|2147|4932|4994|4595|1171|1184|11884|87|2154|57|195|11661|64|1323|4515|7553|54|1617|6493|5281|7053|1585|2740|1429|11092|9210|2233|6996|10809|1124|88|1252|11820|1257|4884|4601|6990|4737|1905|7042|2203|4747|7059|7990|2330|8670|2614|9229|30|1081|1125|261|11354|11547|1342|1144|8115|606|1270|1544|4570|7078|5283|7069|1445|907|1250|5838|67|1908|424|98|8257|1297|4955|1364|4836|1216|4686|2606|7427|5024|7014|7248|4445|1232|7904|4969|7116|194|2771|11239|2525|8230|13274|2252|103|6118|38|2376|11598|4700|33|2249|2347|9430|14|614|7023|11438|5084|2232|1609|2214|1385|10|8533|2375|8080|2254|883|4639|4704|2220|2211|74|1225|378|135|55|1571|5119|7029|2225|1098|4571|8097|6396|56|224|1088|5285|5026|4471|1343|584|7790|1193|2407|9080|41|781|7449|4977|105|2295|1219|19|9062|5120|1378|8110|9226|1336|1089|184|7961|729|2737|11436
OPPO,2020,OPPO RENO5 PRO,2539|73|2302|94|11612|42|2202|7045|4513|848|4989|7589|2288|1149|2321|10999|7109|4627|1624|7496|4512|11476|1196|2147|983|2221|4932|761|4595|1171|1226|1271|110|87|2154|57|64|1323|4515|1236|7553|54|1617|11738|926|5281|7053|1585|2740|1429|968|9210|2233|11645|6996|10809|1124|1215|88|1252|3072|919|1910|1257|4884|185|11569|4601|6990|4737|7042|4747|7059|7990|2330|2614|9229|30|1324|1081|1125|1319|11354|1342|1144|8115|4821|11246|1270|1544|4570|7078|7069|1445|1250|67|98|8257|1297|1364|1216|4686|2606|986|7427|9863|1281|7014|7248|4445|9385|1232|7904|507|7116|2525|8230|13274|2252|103|38|2376|8754|11598|4700|532|33|11663|2249|2347|14|7023|7706|11389|11438|5084|2232|1609|7529|2214|1385|10|8533|2375|8080|2254|1275|4639|4704|74|1225|55|1571|5119|1174|7029|2225|1098|4571|8097|56|1135|344|957|224|1088|979|5285|4471|1343|7790|1193|2407|9080|41|7449|4977|105|2295|1219|19|9062|5120|1378|8110|5076|9226|1336|1335|11220|1089|4951|7961|2213|2737|11436
OPPO,2020,OPPO RENO5 PRO+,2539|73|2302|10435|2229|12447|94|8332|11612|149|2201|42|7045|4513|13620|1145|2596|1079|4943|2288|1149|13555|2321|2830|10999|1308|7109|4627|5063|1624|7496|2056|1196|2147|12909|2336|4932|4595|1171|1226|1271|87|2154|57|1289|64|1323|959|54|1617|6493|5281|7053|1585|2740|1429|968|9210|2233|11645|6996|2276|1124|1347|5145|1215|88|1252|1257|4884|7906|4601|6990|5154|4737|637|1905|7042|4747|7059|7990|2241|8670|3178|2244|30|4948|141|1125|1319|261|11354|1342|1144|8115|4821|11246|1270|1544|4570|5068|7078|6139|1445|67|3830|1153|1908|98|8257|1297|4955|1364|4988|1216|4686|2337|7427|9863|12889|5226|6991|310|7014|7248|4445|9385|1232|7904|8280|7116|194|5862|8230|13274|2252|103|38|2376|33|2249|2347|14|614|7023|11389|11438|5084|2232|1609|2348|1385|10|8533|3083|2375|4733|8080|2254|883|2065|1275|5210|11868|4704|2363|3714|74|5124|1225|967|5126|55|1571|1174|7029|2225|5105|56|1135|2997|224|11207|1088|5285|4471|1343|584|7790|4530|1193|5139|1321|2407|961|41|781|193|7449|105|1147|1219|19|5079|12545|9226|1336|1335|11220|8871|4640|4951|2261|7961|4965|2737|11436
OPPO,2021,OPPO RENO5 PRO+,2539|73|2302|10435|2229|12447|94|8332|11612|1049|149|2201|42|7045|4513|13620|1145|2596|1079|4943|2288|1149|13555|2321|2830|10999|1308|7109|4627|5063|1624|7496|2056|1196|2147|12909|2336|4932|4595|1171|1226|1271|87|2154|57|1289|64|1323|959|54|1617|5281|7053|1585|2740|1429|968|9210|2233|11645|6996|2276|1124|1347|5145|1215|88|1252|1257|4884|7906|4601|6990|13077|5154|4737|637|1905|7042|4747|7059|7990|2241|8670|3178|2244|30|4948|141|5902|1125|1319|261|11354|1342|1144|8115|4821|11246|1270|1544|4570|5068|7078|1059|1445|67|3830|1153|1908|98|8257|1297|4955|1364|4988|1216|4686|2337|7427|9863|12889|5226|6991|310|7014|7248|4445|9385|1232|7904|8280|7116|194|8230|13274|2252|103|38|2376|33|2249|2347|14|614|7023|11389|11438|5084|2232|1609|2348|1385|10|8533|3083|2375|4733|8080|2254|883|2065|1275|5210|11868|4704|2363|3714|74|5124|1225|967|1032|5126|55|1571|1174|7029|2225|5105|56|1135|2997|224|11207|1088|5285|4471|1343|584|7790|4530|1193|5139|1321|2407|961|41|781|193|7449|105|1147|1219|19|5079|12545|9226|1336|1335|11220|8871|4640|4951|2261|7961|4965|2737|11436
ONE PLUS,2014,ONEPL 1,94|1740|42|4513|1308|4627|1624|1864|1619|1196|2147|4932|826|1171|87|2154|57|7215|1323|1630|54|1617|5281|2740|1573|7119|1124|1970|1025|1252|1560|1967|1921|4500|5095|3931|1256|5304|9623|1905|4747|5514|8723|30|1945|1342|1144|1547|1270|11063|5283|1943|67|1153|1908|1297|1216|96|1572|1232|3021|9368|8230|175|2376|1554|14|6820|895|1579|5282|1344|1087|2375|4922|883|11412|1075|1225|4547|55|1571|9149|6396|56|8138|1088|9035|1343|584|4530|1193|5139|5798|1529|1918|781|1719|63|496|1219|19|6863|9168|1574|728|7961|4965|2737
ONE PLUS,2014,ONEPLUS 1,1740|42|4513|4627|1624|1619|1196|2147|4932|826|1171|87|2154|57|7215|1323|1630|1617|5281|2740|1573|7119|1124|1970|1025|1252|1560|1967|1921|4500|3931|5304|9623|1905|4747|5514|8723|30|1342|1144|1547|1270|11063|5283|1943|67|1908|1297|1216|1572|1232|3021|9368|8230|175|2376|1554|5352|14|6820|895|1579|5282|1344|1087|2375|4922|1067|883|11412|1075|1225|4547|1571|9149|6396|56|8138|1088|9035|1343|584|4530|1193|5139|5798|1529|1918|781|496|1219|19|6863|9168|1574|5435|728|7961|4965|2737
ONE PLUS,2015,ONEPLUS 2,73|2302|94|8749|42|4513|9120|4627|1624|4512|8148|1619|1196|2147|4932|1171|87|2154|57|12152|1323|1630|54|1617|5281|2740|1573|2233|4477|1124|9055|1252|1560|9130|4500|12515|4924|1905|4747|2330|30|1125|1342|1144|1547|1270|5461|5283|947|67|1908|98|1297|1216|12889|1572|1232|9368|2746|2376|1554|634|6796|2347|14|1579|7170|12691|790|10|2375|4524|7816|2254|883|4635|1225|12069|4547|55|1571|9149|3033|6396|56|12745|13846|1088|5285|1343|584|4530|1193|5139|5798|5630|1529|781|2295|1219|19|9168|1574|8110|1349|663|9574|4965|2737
ONE PLUS,2015,ONEPLUS X,73|2302|94|8749|8237|1740|42|4513|7109|4627|1624|4932|826|13509|9338|12731|87|57|54|1617|5281|1585|2740|2233|7119|1124|9055|1813|4500|1857|8523|4884|1905|12383|4747|30|4572|342|1125|12396|8131|1342|1144|1270|1544|5283|67|1908|98|7999|1216|4857|2187|8421|1232|7116|2063|10619|2376|4555|2347|14|895|5282|1609|1344|10|7994|2375|4922|2254|883|2065|1225|2778|4547|55|1571|12901|6396|56|1747|1088|9932|1343|584|4530|1193|5139|8877|8224|781|1219|19|4965|2737
