brand,year,model,genes
CINEY PEPPER,2015,SMALL PEPPER RED PEPPER,73|94|42|4513|1269|4932|307|87|57|54|1617|5281|7108|1124|1347|9055|1560|1967|9130|1905|30|1342|1144|8556|1270|1544|9433|5283|67|1908|98|1216|2187|1572|1232|194|9125|2376|5352|14|5588|1579|5282|5535|1609|10|7628|2375|4922|9270|1884|1075|1225|1032|55|1571|1316|9570|56|7963|1088|434|1343|1193|2819|1953|1589|1529|475|1219|19|1574|5120|2737
CINEY PEPPER,2015,SMALL PEPPER RED PEPPER XM,94|8314|1740|42|4513|9722|1624|1269|1619|4932|437|87|57|2993|1630|671|1617|5281|1573|7119|1967|1905|2330|3949|12756|30|1342|1144|1270|1544|7415|9433|5283|3658|1908|12868|1216|2187|1572|1232|1040|1698|2376|1554|532|577|614|1579|5282|1609|1344|2375|4922|9270|1225|4547|8980|1571|1316|56|1343|4530|1193|1529|125|1765|7727|2295|1219|19|1574|5120
CINEY PEPPER,2016,SMALL PEPPER S1 PRO,94|8314|12317|1740|42|9722|7109|1619|6359|4932|437|87|57|2993|1630|671|54|5281|1573|6261|1967|6077|1905|11211|12756|30|1342|1144|1270|7415|9433|5283|1908|1216|2187|1572|1232|7116|1040|6118|2376|1554|532|577|614|1579|5282|1609|1344|13164|2375|4922|9270|1225|4547|8980|55|1571|56|7556|8944|1343|4530|1193|1529|125|12412|1765|7727|1219|19|1574|5120|11037
CINEY PEPPER,2017,LITTLE PEPPER RED PEPPER 4A,73|94|1740|42|4513|7109|9683|1624|1873|4932|87|57|64|54|1617|5281|1585|2740|1124|9055|88|1967|1857|11708|1905|5514|30|1125|1342|8556|1709|1544|9433|5068|5283|67|1908|98|2187|1232|7116|2376|33|5352|2943|14|614|7023|5282|1609|1344|10|7628|2375|4922|1799|9270|713|74|4547|55|1571|7029|6396|56|7963|1088|1343|584|4530|41|781|19|5402|2737
CINEY PEPPER,2020,LITTLE PEPPER 11,73|94|804|7109|381|623|9120|6797|87|5281|2740|9224|1112|9328|9130|4884|4737|4924|1905|4747|2330|169|1125|1077|1342|1144|1086|117|86|865|5283|5838|67|1908|98|1297|77|2187|1062|5226|7116|1095|6118|2376|9209|5897|532|868|2943|7023|898|2375|312|5210|9521|668|7029|344|1101|5285|1343|4764|7063|2295|1349|4854|1116|1076|2737
CINEY PEPPER,2020,LITTLE PEPPER 20,2539|73|2302|94|5952|218|42|4513|7224|7109|381|9120|4512|1619|6359|7015|4932|8134|1171|7259|6797|87|402|57|7064|64|1323|7969|4723|54|5281|2740|1429|1573|2233|1112|1347|88|1560|1967|9130|1026|871|4737|775|1905|4747|2330|30|1125|6509|261|1077|1342|3041|1144|1086|1270|2489|5068|5182|5283|864|67|1908|98|1297|1216|792|4686|2187|165|7116|2525|1095|13274|103|6118|38|2376|78|4700|33|443|6585|14|614|7023|1579|5084|1609|9215|790|10|9301|2375|5039|4704|74|1225|4547|55|1571|7029|56|224|1101|481|5285|1343|4530|1193|2661|1422|41|1529|105|2295|1219|19|1574|2600|1116|701|4951|1076|2737
CINEY PEPPER,2020,LITTLE PEPPER 9A,2539|3003|73|94|42|7109|623|9120|1624|4512|4932|1171|2759|87|57|64|1323|6229|54|1617|5281|1585|2740|1112|1347|909|88|9130|4737|1905|6197|4747|2330|30|1125|1077|1144|1086|1270|1544|2489|5068|5283|67|1908|504|98|1297|1216|4686|2187|5226|10965|11676|7116|2525|1095|6118|38|2376|9209|78|532|868|33|6585|14|7023|465|1609|10|2375|5210|4704|74|668|1225|4547|55|1571|7029|3033|6396|56|344|9343|1101|5285|4530|1193|2661|41|7063|2295|1219|19|3811|3887|6803|2600|806|1116|1076|2737
CINEY PEPPER,2020,LITTLE PEPPER P40,73|2302|94|42|4513|3214|6395|7224|7109|9120|4512|1619|4932|8134|1171|7259|6797|87|57|446|64|1323|7969|54|5281|5934|2740|1429|1573|2233|1347|88|1560|1967|9130|3282|1905|2330|30|1342|1144|1270|5068|5182|5283|67|1908|98|1297|3277|1216|9457|5829|1062|7116|5871|3056|38|2376|78|532|33|14|7023|1579|1609|6205|10|2375|5592|74|1225|4547|55|1571|7029|3033|6396|56|344|5285|1343|4530|1193|1422|41|1529|7063|2295|1219|19|1574|2737|9181
CINEY PEPPER,2020,LITTLE PEPPER P40 PRO,2539|73|94|5952|42|7224|7109|623|9120|4512|1619|6359|4932|8134|1171|7259|6797|87|57|8665|64|1323|7969|54|5281|4253|2740|1429|1573|1112|1347|9055|909|88|1560|1967|9130|4737|1905|4747|2330|30|6458|1125|8131|1077|1342|1144|1086|1270|2489|5068|5283|67|1908|504|98|8257|1297|1216|4686|9457|2187|5226|7116|2525|1095|6118|38|2376|78|532|868|33|2943|6585|14|7023|1579|465|1609|10|2375|5210|4704|74|668|1225|4547|55|1571|7029|56|344|9343|1101|5285|1343|4530|1193|2661|1422|41|1529|7063|2295|1219|19|1574|3811|3887|2600|7505|806|1116|1076|2737|9181
CINEY PEPPER,2020,LITTLE PEPPER R40 PRO,3003|73|3837|94|42|4513|7224|7109|9120|4627|1624|4512|1739|4932|1171|7259|2759|87|57|64|1323|7969|54|1617|5281|1585|2740|1112|5622|1347|88|9328|9130|4737|1905|7223|4747|2330|30|1125|1077|7781|1144|1086|1270|1544|2489|5068|5283|67|1908|98|8257|1297|1216|4686|2187|5226|10965|11676|7116|1095|6118|38|2376|9209|78|532|33|14|7023|1609|10|2375|5210|4704|396|74|1225|55|1571|2383|7029|3033|6396|56|344|5946|1101|5285|1193|41|7063|2295|1219|19|3811|3887|6803|1116|1076|2737
CINEY PEPPER,2020,SMALL PEPPER V35,2539|73|2302|94|5952|218|42|4513|7224|7109|381|9120|4512|1619|6359|4932|8134|1171|7259|6797|2759|87|402|57|2861|64|1323|7969|54|5281|2740|1429|1573|2233|1112|1347|88|1560|1967|9130|1026|871|4737|775|1905|4747|2330|30|1125|6509|261|1077|1342|1144|1086|1270|2489|5068|5283|864|67|1908|98|1297|1216|792|4686|2187|1062|165|7116|2525|1095|5273|103|6118|38|2376|78|33|443|6585|14|614|7023|1579|5084|1609|790|10|9301|2375|5039|4704|74|1225|4547|5196|55|1571|7029|56|224|1101|481|5285|1343|4530|1193|2661|1422|41|1529|7063|105|2295|1219|19|1574|3811|3887|2600|1116|701|4951|1076|2737|9181
CINEY PEPPER,2020,SMALL PEPPER X50 PRO,3003|3293|73|94|42|4513|6397|7224|7109|9120|4627|1624|3206|4512|4932|1171|7259|2759|87|57|64|1323|7969|54|1617|5281|1585|2740|1112|1347|88|9328|9130|3282|4737|1905|7223|4747|2330|10000|30|1125|1077|7781|1144|1086|1270|1544|2489|5068|5283|67|1908|98|8257|1297|3277|1216|4686|2187|5226|10965|11676|7116|1095|5954|6118|38|2376|9209|78|532|33|14|7023|5282|1609|10|2375|13027|5210|4704|3173|396|74|1225|6478|55|1571|6405|2383|7029|3033|6396|56|344|1101|1193|41|7063|2295|1219|19|3811|3887|6803|1116|1076|2737
COOKER,2008,COOLPAD 2938,4932|1630|1967|5514|30|1342|1144|1297|2187|1572|9392|1554|1579|5084|1571|2825|6396|56|1343|1529|7727|1574|4951
COOKER,2009,COOLPAD 2938,6599|4932|1630|1617|1967|30|1342|1144|1297|2187|1572|9392|6195|1554|1579|5084|8195|1571|2825|56|1343|1529|7727|1574|4951
COOKER,2009,COOLPAD E28,5507|6397|4932|2759|1630|13924|5281|4002|9055|13935|1967|5036|30|4343|1342|1144|8556|1297|2187|1572|9392|1554|1579|5282|7628|3517|1571|7963|1343|5148|1589|1529|1574
COOKER,2013,COOLPAD 5218D,42|4513|2830|7109|4196|4932|57|3769|64|1630|3562|1617|5281|4002|3988|1124|1560|1967|1710|1905|3719|5514|30|4343|1342|3484|5283|4185|1908|2187|2920|1572|1238|1232|7116|3745|3668|2376|1554|33|3712|1579|5282|1344|2375|3516|4921|4547|9387|13921|1571|4328|6396|56|4182|1088|1343|4530|5139|2146|41|1589|1529|125|10127|19|1574|2737
COOKER,2013,COOLPAD 7295,4161|42|4513|7109|4932|307|57|2993|1630|3990|3948|1617|5281|1124|9055|1560|1967|4500|5095|9390|537|1905|2330|30|4047|1342|4054|1547|8556|7914|5283|864|1908|2187|1572|1232|4248|7116|194|1040|6118|2376|1554|393|532|5352|14|614|1579|5282|1344|790|10|7628|859|2375|4922|5039|809|4547|1571|56|7556|4032|9724|7963|8944|1088|1343|4530|1529|2295|6503|19|1574|2737
COOKER,2013,COOLPAD 7295+,4161|42|4513|7109|4932|307|57|2993|1630|3990|3948|1617|5281|1124|9055|1560|1967|4500|5095|9390|592|537|1905|2330|30|4047|1342|4054|1547|8556|7914|5283|864|1908|2187|1572|1232|4248|7116|194|1040|6118|2376|1554|393|532|5352|14|614|1579|5282|1344|790|10|7628|859|2375|4922|5039|809|4547|1571|56|7556|4032|9724|7963|8944|1088|1343|4530|2146|1529|2295|6503|19|1574|2737
COOKER,2013,COOLPAD 7295A,4161|42|4513|7109|4932|307|57|2993|9323|1630|3990|3948|1617|5281|1124|9055|9321|1560|1967|5095|592|537|1905|2330|5514|30|1035|4047|1342|4054|1547|8556|7914|5283|6552|1908|2187|1572|1232|4248|7116|194|6118|2376|1554|393|532|5352|14|614|1579|5282|6205|1344|10|7628|2375|4922|5039|4547|1571|6396|56|7556|4032|10093|7963|8944|1088|1343|4530|1529|2295|6503|19|1574|2737
COOKER,2013,COOLPAD 8085,42|4513|2981|4932|307|2759|57|1630|54|1617|5281|9250|1124|1560|1967|5095|1905|30|1035|1342|7914|5283|1908|2187|1572|1232|194|1554|5352|1579|5282|1344|8195|5039|4921|55|1571|56|7556|8944|1088|9826|1343|2146|1589|1529|19|1574|735|2737
COOKER,2013,COOLPAD 9150,42|4513|7109|1624|9692|4932|307|57|64|1630|1617|5281|1124|9055|1560|1967|583|5095|911|838|1905|4747|2330|5514|30|6002|4047|1342|6004|1547|8556|1544|3746|5283|1908|2187|1572|1238|1232|7116|194|1040|2376|1554|33|5352|495|614|1579|5282|1344|7628|2375|4922|883|1075|4547|13921|1571|2822|6396|56|7963|1088|1343|584|4530|2146|41|1529|781|2295|19|1574|5120|9342|546
COOKER,2013,COOLPAD 9150W,42|4513|7109|1624|4932|307|57|1630|1617|5281|1124|9055|1560|1967|592|537|1905|4747|2330|5514|30|6002|1342|6004|1547|8556|1544|5283|864|1908|2187|1572|1238|1232|10131|7116|194|1040|2376|1554|393|532|5352|14|614|1579|5282|1344|790|10|7628|859|2375|4922|809|1075|4547|13921|1571|2822|1755|6396|56|7963|1088|1343|4530|2146|1529|2295|19|1574|5120|9342
COOKER,2013,COOLPAD GRAND VIEW 4,42|4513|4932|57|1630|5281|1124|1970|9055|10090|1560|1967|5095|9434|1905|4747|2330|30|261|1342|1144|8556|1270|5283|1908|1216|2187|1572|1232|3050|2376|1554|1579|630|5282|7628|2375|4922|1225|1032|4547|1571|1755|56|7963|13846|1088|1343|4530|1193|5139|1529|2295|1219|19|1574|1349|585|4965|2737
COOKER,2014,COOL DA GUAN POTON,9398|8749|12317|42|4513|13504|1196|4932|826|1171|87|57|7215|64|1323|1630|13924|5281|968|1124|1970|9055|1025|88|1252|1560|1967|1921|5095|10512|5101|1905|4747|2330|30|1945|1342|1144|8556|1270|1064|5283|1943|12858|67|1908|1297|1216|2187|1572|1232|3050|175|2376|1554|33|8166|5352|14|895|7023|1579|5282|7237|10|7628|2375|4922|1949|883|1884|10379|74|1075|1225|4547|8980|13921|1571|9149|7029|13894|56|7657|7963|13846|1088|1343|584|4530|10890|1193|5139|41|1529|1918|781|496|2295|1219|19|1574|8889|1349|728|9308|7961|4965|2737
COOKER,2014,COOL FENG FENGSHANG,42|4513|2830|7872|4932|307|87|57|1630|5281|2740|1124|9055|1967|746|8516|9337|1905|474|2330|30|1342|5182|5283|9661|1908|2187|1572|2959|1232|194|7154|1040|2376|1554|8754|5352|1579|5282|1344|8195|2375|4922|8295|883|1884|1075|4547|1571|7995|56|7556|1088|7567|1343|584|4530|905|1529|781|2295|7432|19|1574|5120|5402|2737
COOKER,2014,COOLPAD 5218S,4513|2830|7109|4196|4932|3769|1630|3562|1617|5281|4002|3988|1124|1560|1967|1905|3719|5514|30|1035|4343|1342|3484|5283|4185|1908|2187|2920|1572|1238|1232|7116|3745|3668|38|2376|1554|3712|1579|5282|1344|2375|3516|4921|4547|9387|13921|1571|4328|6396|4182|1088|1343|4530|5139|2146|1589|1529|125|10127|1574|2737
COOKER,2014,COOLPAD GRAND VIEW 4,94|8749|42|4513|5229|4932|826|87|57|7215|1630|54|5281|1922|1124|1970|9055|1025|10090|1560|1967|1921|5095|9434|1905|4747|2330|30|342|9138|1945|1342|1144|8556|1270|497|1064|5283|1943|1908|1216|2187|1572|1232|3957|3050|2376|1554|5176|8166|895|1579|5282|7237|7628|2375|4922|4733|883|1884|1075|1225|4547|8980|55|1571|56|1930|7657|7963|13846|1088|3593|1343|584|4530|1193|5139|1529|1918|781|2295|1219|19|1574|8889|1349|728|7961|4965|2737
COOKER,2014,COOLPAD K1,4161|42|4513|2830|4932|4071|307|87|57|1630|5281|4070|1560|1967|1905|30|1342|3775|5283|1908|2187|1572|4203|2959|1232|194|3493|3926|1040|2376|1554|5352|3712|1579|5282|1344|2375|4922|4547|1571|56|1343|584|4530|1652|1529|781|3657|4305|19|1574|5120|2737
COOKER,2014,COOLPAD S6,8749|42|4513|7109|1624|7496|9405|4932|307|87|57|7215|1630|1617|5281|2740|2963|1124|1970|9055|7515|1560|1967|1921|1905|4747|2330|30|1945|4047|1342|1547|8556|1544|3746|5283|1943|67|1908|2930|1572|8402|1232|7116|194|2376|1554|8166|5352|1579|5282|7237|1344|8195|7628|2375|4922|1949|883|10040|1075|1032|4547|8980|13921|1571|829|9029|56|7657|7963|1088|1343|584|589|4530|5139|1652|1529|1918|781|2295|19|1574|8889|7961|4965|2737
COOKER,2015,COOL DA GUAN POTON,73|9398|94|8749|12317|42|4513|13504|4627|1196|4932|826|1171|87|57|7215|64|1323|1630|54|13924|5281|1124|1970|9055|1025|88|1252|1560|1967|1921|10512|5101|1905|4747|2330|30|1945|1342|1144|8556|1270|1064|5283|1943|12858|67|1908|98|1297|1216|2187|1572|1232|3050|175|2376|1554|33|8166|5352|14|895|1579|5282|7237|10|7628|2375|4922|1949|883|1884|10379|74|1075|1225|4547|8980|55|13921|1571|9149|13894|56|7657|7963|13846|1088|1343|584|4530|10890|1193|5139|41|1529|1918|781|496|2295|1219|19|1574|8889|1349|728|9308|7961|4965|2737
COOKER,2015,COOL FENG FENGSHANG 2,42|4513|2830|7109|1269|4932|307|87|57|6327|1630|5281|2740|9055|1967|746|9337|1905|474|2330|30|1342|1144|8556|1270|5283|9661|1908|1216|2187|1572|2959|1232|7116|194|2376|1554|10594|1579|5282|1344|7628|2375|4922|1884|1225|1032|4547|1571|1316|56|7963|1343|584|4530|1193|1529|781|2295|1219|19|1574|5120|2737
COOKER,2015,COOL FENG SHANG MAX,2539|94|42|4513|7109|6357|4627|1624|4512|5229|4932|6797|87|57|8913|6153|54|1617|5281|3091|1585|2740|2963|1124|1347|9055|10400|1857|8523|282|13852|1905|4747|30|11027|1125|8131|430|1342|1144|8556|1270|1544|3444|5283|13886|67|1908|3330|2930|7999|1216|6368|2187|7475|8421|1232|9368|7116|2376|2598|5176|9642|14|614|7023|5282|1609|7628|2375|435|8122|1225|4547|55|1571|9149|7029|9148|56|1850|1747|7963|1088|1343|584|4530|3445|10212|1193|5139|10520|8224|781|3302|1863|1219|19|423|11037|3331|4965|2737
COOKER,2015,COOL FENG SHANG PRO,73|7715|42|4513|2830|7872|7109|4512|4932|6797|87|57|336|1630|5281|10277|2740|968|1124|9055|1967|886|282|155|1905|4747|2330|30|430|1342|9380|5182|5283|67|9661|1908|98|2187|1572|2959|1232|7116|2376|1554|14|614|7023|1579|5282|1344|790|10|2375|435|883|1884|1075|1032|4547|1571|7029|56|1088|7567|1343|584|4530|5139|1529|781|7063|125|2295|7432|19|1574|423|5402|4965|2737
COOKER,2015,COOL FENGSHANG,42|4513|2830|7872|7109|1269|4932|307|87|57|64|1630|5281|2740|968|1124|9055|88|1560|1967|746|8516|1857|5095|9337|1905|474|30|1342|1144|1270|1544|5283|67|9661|1908|1216|2187|1572|2959|1232|7116|194|7154|1040|38|2376|1554|8754|33|5352|7023|1579|5282|1344|8195|2375|4922|8295|1884|74|1075|1225|4547|1571|7029|1316|7995|1860|56|7556|1088|7567|1343|584|4530|1193|41|1529|781|1863|7432|1219|19|1574|5120|5402|2737
COOKER,2015,COOL FENGSHANG 2,73|94|42|4513|2830|7109|1269|4512|4932|6797|307|87|57|6327|64|1630|54|7756|5281|2740|7119|88|1967|746|9337|8406|1905|474|2330|30|1342|1144|1270|5283|67|9661|1908|98|1216|2187|1572|2959|1232|7116|194|1040|2376|1554|33|10594|14|1579|5282|1344|10|2375|4922|1884|74|1225|4547|55|1571|1316|56|1343|584|4530|1193|41|1529|781|2295|1219|19|1574|5120|8604|2737
COOKER,2015,COOL FENGSHANG AIR,42|4513|7109|1624|4932|437|87|57|1617|5281|1585|2740|1124|1967|5095|1905|30|5824|1342|1144|1270|1544|5283|1908|2930|1216|10965|11676|1232|2911|7116|5730|1040|2376|614|5282|1609|1344|2375|4922|1075|1225|4547|1571|6396|56|1088|1343|4530|1193|1219|19|5120|2737
COOKER,2015,COOL FENGSHANG MAX,2539|73|94|42|4513|7109|6357|4627|1624|1269|4512|5229|4932|6797|87|57|8913|6153|64|54|1617|5281|3091|1585|2740|2963|1124|1347|9055|1025|10400|88|1857|5095|8523|282|13852|1905|4747|30|11027|1125|8131|430|1342|1144|8556|1270|1544|1064|3444|5283|13886|67|1908|98|3330|2930|7999|1216|6368|2187|7475|8421|1232|9368|7116|2376|5176|2491|33|9642|14|614|7023|5282|1609|10|7628|2375|435|1067|8122|74|1225|4547|55|1571|9149|7029|1316|9148|56|1850|1747|2411|7963|1088|1343|584|4530|3445|10212|1193|5139|10520|41|8224|781|3302|1863|1219|19|423|11037|3331|4965|2737
COOKER,2015,COOL FENGSHANG PRO,7715|42|4513|2830|7872|7109|4512|4932|6797|87|57|1630|5281|10277|2740|1124|9055|1967|886|282|1905|4747|2330|30|430|1342|9380|5182|5283|9661|1908|2187|1572|2959|1232|7116|2376|1554|614|1579|5282|1344|790|2375|435|883|1884|1075|1032|4547|1571|56|1088|7567|1343|584|4530|5139|1529|781|2295|7432|19|1574|423|4965|2737
COOKER,2015,COOLPAD 7722,73|94|42|4513|7109|1624|1269|4932|87|57|2993|54|1617|5281|1585|2740|1124|1347|1967|1905|30|1342|1144|1270|1544|9433|5283|67|1908|98|1216|1232|7116|1040|2376|5352|14|7023|5282|1609|10|2375|9270|1075|1225|55|1571|7029|1316|56|1088|1343|1193|1219|19|5120|2737
COOKER,2015,COOLPAD 8712,94|8749|42|4513|1624|4932|87|57|512|2993|9323|7215|54|1617|5281|1585|9321|1967|5095|282|1905|30|1035|1342|1544|5283|1908|2187|740|1232|2376|8166|5352|7023|5282|7237|1609|1344|2375|4922|1884|5039|8980|55|1571|7029|56|7657|1343|19|8889|2737
COOKER,2015,COOLPAD ALL DEVIL'S PHONE,94|8237|10101|42|4513|2830|7109|8015|1624|1269|4512|1619|4932|6797|437|87|57|1630|54|1617|7447|234|5281|1585|2740|1573|1124|9055|1560|1967|4481|7906|1905|4747|30|1342|1144|1547|1270|1544|9433|8111|5182|10269|5283|7988|1908|1216|2187|1572|2959|1232|7116|2376|1554|532|868|5352|614|7023|1579|5282|1609|1344|10585|8238|7628|2375|4922|9270|1075|1225|1032|4547|55|1571|7029|1316|56|8222|7556|1088|7714|7567|1343|4530|1193|5139|8877|821|1529|1219|19|1574|10249|4965|2737
COOKER,2015,COOLPAD QUAN DEVIL MOBILE,73|94|8237|10101|42|4513|2830|7109|8015|1624|1269|4512|1619|4932|6797|437|87|57|64|1630|54|1617|7447|234|5281|1585|2740|1573|1124|9055|88|1560|1967|4481|5095|7906|1905|4747|30|1342|1144|1547|1270|1544|9433|8111|5182|10269|5283|67|7988|1908|98|1216|2187|1572|2959|1232|7116|2376|1554|532|868|33|5352|14|614|7023|1579|5282|1609|1344|10585|8238|10|7628|2375|4922|9270|74|1075|1225|1032|4547|55|1571|7029|1316|56|8222|7556|1088|7714|7567|1343|4530|1193|5139|8877|41|821|1529|1219|19|1574|10249|4965|2737
COOKER,2016,COOL B770,94|42|4513|2830|7109|1624|1269|6359|4932|307|87|57|54|1617|5281|1585|1124|1967|746|6126|1857|5095|9337|1905|474|2330|30|1342|1144|1270|1544|5283|9661|1908|1216|2187|2959|1232|7116|194|2376|7023|5282|1609|1344|2375|4922|1075|1225|4547|55|1571|7029|1316|56|1850|1747|1088|1343|584|4530|1193|781|7063|2295|1863|1219|19|5120|5402
COOKER,2016,COOL COOL S1,73|94|42|4513|8933|744|7109|4627|1624|4512|2147|5229|1873|303|4932|7214|6797|87|2154|57|64|10787|8158|54|1617|5281|1585|2740|1124|88|1967|1857|1862|5095|1905|4747|30|1125|1342|1544|5068|67|1908|98|9798|7499|1232|9368|7116|10623|2064|8230|38|2376|11074|5176|33|14|7023|5689|1609|1344|10|2375|4922|1067|7835|2065|74|4547|55|1571|7029|6396|56|7556|1088|7714|5285|1343|584|4530|8877|41|781|19|459|8110|1641|7213|2900|5531|2737
COOKER,2016,COOL COOL1,73|8879|2302|94|12317|42|4513|7109|4627|4512|6359|1196|2147|4932|1171|6797|87|2154|12589|57|422|8913|64|1323|202|54|1617|5281|1585|2740|8876|2233|4477|1124|9055|88|1252|1967|1862|5095|13852|5101|4737|1905|5797|4747|2330|30|1125|261|1342|1144|8556|1270|1544|1064|7914|5283|12858|7381|13886|875|67|1908|98|1297|3008|5241|1216|4686|1232|9368|7116|2376|5176|33|2347|14|614|7023|1609|1344|10|8195|7628|2375|2254|883|12175|4704|74|1225|239|13439|4547|55|1571|13280|7029|56|7556|7963|8944|1088|5285|1343|584|7790|4530|1193|5139|2407|41|781|7727|2295|1959|1219|19|9574|622|7750|5402|7961|4965|2737
COOKER,2016,COOL FENG SHANG MAX,2539|73|94|42|4513|1034|7109|6357|4627|1624|1269|4512|5229|4932|6797|87|57|8913|6153|64|54|1617|5281|3091|1585|2740|2963|1124|1347|9055|10400|88|1857|8523|282|13852|1905|4747|30|11027|1125|8131|430|1342|1144|8556|1270|1544|1064|3444|5283|13886|67|1908|98|3330|2930|7999|1216|6368|2187|7475|8421|1232|9368|7116|2376|2598|5176|33|9642|14|614|7023|5282|1609|10|7628|2375|435|8122|74|1225|4547|55|1571|9149|7029|1316|9148|56|1850|1747|7963|1088|1343|584|4530|3445|10212|1193|5139|10520|41|8224|781|3302|1863|1219|19|423|11037|3331|4965|2737
COOKER,2016,COOL FENG SHANG PRO2,2539|73|94|42|4513|2830|7109|1269|4512|4932|6797|87|57|64|1630|54|5281|2740|1124|9055|88|1967|1857|10788|1905|4747|30|1125|1342|1144|5740|8556|1270|9380|3746|5283|11397|9472|67|525|1908|98|1216|2187|1572|10356|2959|1232|7116|2376|1554|33|14|614|11861|7023|1579|5282|1344|10|683|7628|2375|1874|74|1225|4547|55|1571|7029|1316|56|1747|7963|1088|1343|584|4530|1193|5139|41|1529|781|11895|10626|7238|1863|1219|19|1574|3476|4965|2737
COOKER,2016,COOL FENGSHANG 3,94|42|4513|2830|7109|1269|4932|11817|87|57|1630|671|54|234|5281|2740|968|1124|9055|1025|1967|13452|13374|1905|4747|2330|30|1125|1342|1144|1270|9380|5283|1908|1216|2187|1572|10965|11676|13308|2959|1232|7116|2376|1554|532|614|7023|1579|5282|1344|11115|2375|4922|7816|1225|4547|55|1571|7029|1316|56|1088|1343|4530|1193|1529|2295|7238|1219|19|1574|5120|10059|11037|2737
COOKER,2016,COOLPAD 8722V,94|42|4513|7109|1624|1269|4932|437|87|57|2993|671|54|1617|5281|1585|2740|1124|1347|1967|1905|30|1125|1342|1144|1270|1544|9433|5283|1908|1216|2187|1232|7116|2376|532|5352|577|614|7023|5282|1609|2375|9270|1075|1225|4547|55|1571|7029|1316|56|1088|1343|4530|1193|1589|125|1219|19|5120|5402|2737
COOKER,2017,COOL FENGSHANG N2M,9479|73|94|1642|42|4513|7109|4932|87|57|1630|54|234|5281|2740|1124|9055|88|1967|1905|5514|30|1125|1342|1144|8556|9433|5182|5283|2936|67|1908|98|1297|2187|1572|10965|11676|740|7116|2376|1554|2901|14|7023|1579|5282|1344|10|7628|2375|4922|9270|5039|74|1075|4547|55|1571|7029|6396|56|7963|1088|1343|4530|1533|1529|19|1574|513|5402|2737
COOKER,2018,COOL FENGSHANG N3M,73|94|42|7109|4932|87|57|5213|10047|1630|54|234|5281|1112|9055|88|1905|1070|30|5202|1125|1342|1144|1086|8556|9380|5283|67|1908|98|1297|2930|2187|1572|2911|7116|1095|1040|2376|1554|5017|14|7023|1579|5282|1344|10|7628|2375|4922|888|74|55|1571|7029|56|7963|1101|1343|1533|1529|19|1574|5120|5402|2737
COOKER,2018,COOL FIGHTING SHANG N3M,73|94|42|7109|4932|87|57|5213|10047|1630|54|234|5281|1112|9055|88|1905|1070|30|5202|1125|1342|1144|1086|8556|9380|5283|67|1908|98|1297|2930|2187|1572|2911|7116|1095|2376|1554|5017|14|7023|1579|5282|1344|10|7628|2375|4922|888|74|55|1571|7029|56|7963|1101|1343|1533|1529|19|1574|5120|5402|2737
COOKER,2018,COOL PLAY 7C,73|94|553|42|4513|2830|7109|1624|4512|11476|4932|6797|87|57|1608|64|1630|54|1617|5281|1585|2740|1124|1347|88|1967|282|1905|5233|30|1125|1342|6004|1144|1544|5283|5838|67|1908|98|1297|5241|10072|2187|5226|2959|7116|6118|2376|5176|532|33|9293|14|614|10987|7023|5282|1609|10|2375|6001|74|4547|55|1571|7029|6396|56|1088|6240|1343|4530|1533|41|1589|19|5120|9257|2737
COOKER,2018,COOLPAD M3,73|94|553|42|1034|7109|4932|6797|87|57|5213|10047|1630|54|5281|2740|2963|1124|9055|88|282|1905|30|5202|1125|1342|8556|2489|5283|67|1908|98|2930|2187|1572|1232|7116|2376|1554|532|14|614|7023|1579|5282|1344|10|7628|2375|5721|74|55|1571|2383|7029|56|7963|1088|1343|5139|1533|1529|19|1574|4965|2737
COOKER,2020,COOL COOL9S,73|94|42|4513|1034|7109|623|1624|4512|4932|6797|87|57|64|760|6229|54|1617|5281|1399|1585|2740|1112|88|4737|1905|4747|30|1125|6004|1144|1086|1544|2489|5182|5283|5838|67|1908|98|1297|1455|4686|2187|7116|1095|3050|6118|38|2376|9209|532|33|14|7023|5282|1609|10|1398|2375|4704|74|4547|55|1571|2383|7029|6396|56|344|1101|4530|5139|13016|1446|41|1589|1366|561|19|6191|4965|2737
COOKER,2020,COOL FENGSHANG A11,73|3837|94|42|1629|9471|7109|381|8198|1521|1196|2147|2858|4932|5503|1171|1226|3753|6797|87|2154|402|57|8856|1608|64|1323|1630|8086|1236|54|5281|2740|1112|1252|1026|1257|7691|13473|4737|1905|1070|4747|7990|3178|30|1324|1125|261|1144|1086|4033|1211|1270|5068|5283|864|1250|67|1908|98|8257|1297|1216|792|1455|1062|5226|1281|310|740|165|1232|3812|7116|5459|3155|1095|8230|13274|103|6118|38|9209|8754|33|8157|443|14|614|7023|3180|790|10|4733|8080|5210|74|1225|3914|55|1571|1174|4178|7029|6396|56|224|1101|481|5285|1193|1446|5148|41|923|105|1219|19|1336|2737
